Durum,Rapor Aciklamasi
Müspet,19T FERHATPASA YONUNE DOGRU TÜRKİŞ 1 KISIM VE 2 KISIM DURAKLARINDAN GECMEDI SAAT 14.30 İLE 15.00 ARASIYDI.C1546 KAPI KODLU 18.02.2018 TARIHINDE ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI ARZ EDERİM 19.02.2018 SAAT 14.30 İLE 15.00 ARASI. 320 HATTI FERHATPAS AYONUN DOGRU TURKIS 1.KISIM VE 2. KISIMLARA CIKMADI.C201 KAPI KODLU ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI ARZ EDERİM. 19 T FERHATPAS AYONUN DOGRU TURKIS 1.KISIM VE 2. KISIMLARA CIKMADI C1532KAPI KODLU SAAT 14.İLE 15:00 ARASI. ŞİKAYETYÇİYİM GEREĞİNİN YAPILMASINI ARZ EDERİM. 320A SULTANBEYLI YONUNE DOGRU TURKIS 1.KISIM VE 2. KISIMLARA CIKMADI C1931 SAAT 14.İLE 15:00 ARASI. ŞİKAYETYÇİYİM GEREĞİNİN YAPILMASINI ARZ EDERİM.
Uyarı,98h otobüsünde a1543 hatlı arabanin şoförü akbili olmayan yolculardan para alıp akbil basmiyor 18.15 Bakırköy yönü mall of Istanbul civarlarında yapti 18.35 civarinda Kuyumcukent durağından geçti bilginiz olsun
Uyarı,34 GAK 71 MOR RENKLIARAC KARAKOY PERSEMBE PAZARININ BITIMI SAG YENIKOPRUYE DONUSDE INDIRMIYOR YOLUN 10 METRE GERISINDE ANA YOLDA YOLCULARI INDIRİYOR. ARKADA KONVOY OLDUK VE BIZ UYARDIGIMIZDA EL KOL HAREKETLERI YAPTI. ŞİKAYETÇİYİM GEREĞİNİN YAPIALMASINI ARZ EDERİM. 18:05 İLE 18.10 SIRALARINDA EMINONU ISTIKAMATINE GİDERKEN
Müspet,19T FERHATPASA YONUNE DOGRU TÜRKİŞ 1 KISIM VE 2 KISIM DURAKLARINDAN GECMEDI SAAT 14.30 İLE 15.00 ARASIYDI.C1546 KAPI KODLU 18.02.2018 TARIHINDE ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI ARZ EDERİM 19.02.2018 SAAT 14.30 İLE 15.00 ARASI. 320 HATTI FERHATPAS AYONUN DOGRU TURKIS 1.KISIM VE 2. KISIMLARA CIKMADI.C201 KAPI KODLU ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI ARZ EDERİM. 19 T FERHATPAS AYONUN DOGRU TURKIS 1.KISIM VE 2. KISIMLARA CIKMADI C1532KAPI KODLU SAAT 14.İLE 15:00 ARASI. ŞİKAYETYÇİYİM GEREĞİNİN YAPILMASINI ARZ EDERİM. 320A SULTANBEYLI YONUNE DOGRU TURKIS 1.KISIM VE 2. KISIMLARA CIKMADI C1931 SAAT 14.İLE 15:00 ARASI. ŞİKAYETYÇİYİM GEREĞİNİN YAPILMASINI ARZ EDERİM.
Menfi,19.02.2018 tarihinde C 1516 kodlu araca yapılan denetimde araç sürücüsünün gün boyu tek şoför olarak çalıştığı tesbit edilmiştir
Müspet,19.02.2018 tarihinde C 1731 kodlu araca yapılan denetimde araç sürücüsünün gün boyu tek şoför olarak çalıştığı tesbit edilmiştir
Müspet,Mr10 19.02.2018 saat 7.40 da zeytinburnundan kalkıp kazlıçeşme hareket eden otobüs 7.52 de zübeyde hanım durağına geldi ancak otobüs şoförü otobüsün dolu olması nedeniyle bu durakta ve bir sonraki durakta durmadı. Sabah işe gidiş saatlerinde otobüs ya durmuyor ya arka kapılardan itiş kakış binilebiliyor. Bununla ilgili daha önce de yapmış olduğum 1-5506089164 numaralı başvuruma sefer artışına gerek duyulmadığı şeklinde dönüş yapıldı. Sefer artışına gerek yok ise otobüsler neden durmuyor dursa da neden binilemiyor Sabah işe gidiş saatlerinde seferlerin 10dkdan 7dkda bir olacak şekilde revize edilmesi dahi yoğunluğu azaltacaktır. Bu konuda gerekli düzenlemenin yapılmasını ica ederim.
Uyarı,BELİRTMİŞ OLDUĞUM PLAKALI ARAÇ ŞOFÖRÜ TRAFİK KURAL İHLALİ YAPARAK KAZAYA SEBEBİYET VERMEKTEDİR. DEVAMLI KIRMIZI IŞIK İHLALLERİ YAPMAKTA SEYİR HALİNDE İKEN SÜREKLİ TELEFONLA KONUŞMAKTA VEDE DİKKATSİZ ARAÇ KULLANMAKTA ŞİKAYETÇİYİM. GEREĞİNİN YAPILMASINI TALEP ETMEKTEYİM.
Müspet,DURAK İHLALİ YAPAN ARAÇ : 99A BEKLENEN DURAK: HZ.HALİT BULVARI GİDİŞ YÖNÜ: EMİNÖNÜ ARAÇ GEÇİŞ SAATİ : 18:15 BELİRTTİĞİM ARAÇ DURAKTA DURMADI MAĞDUR OLDUM.ŞİKAYET EDİYORUM GEREĞİNİN YAPILMASINI ARZ EDERİM.
Müspet,34 GA2771 19 E HATTI YENİDOĞAN YÖNÜ KEMALPAŞA DURAĞINDA 18 20 DE DURMADI ŞİKAYETÇİYİM YOL DENETİM EKİPLERİ ÇALIŞMIYOR KİMSE BU BÖLGEYİ DENETLEMİYOR DEFALARCA ŞİKAYET ETTİM SONUÇ OLMADI BU SEBEPTEN DÜZELMİYOR SADECE PARA CEZASI İLE GEÇİŞTİRİYORLAR BU SEBEPTEN DÜZELMİYOR
Müspet,C-1810 kodlu araca 19.02.2018 günü yapılan denetimde sürücü tek çalıştığı tespit edilmiştir resim ektedir
Müspet,C-1859 kodlu araca 19.02.2018 günü yapılan denetimde sürücü tek çalıştığı tespit edilmiştir resim ektedir
Müspet,C-1861 kodlu araca 19.02.2018 günü yapılan denetimde sürücü tek çalıştığı tespit edilmiştir resim ektedir
Uyarı,BELİRTTİĞİM ARACA BAKKAL DURAĞINDAN SAAT 17:50 CİVARI BİNDİM F.S.MEHMET MEZARLIĞI DURAĞINDA KÜÇÜK ÇOCUKLAR VARDI DURAKTA BEKLİYORLARDI ARACA BİNDİLER. EN ARKADA OTURUYORLARDI SONRA GÜZERGAHTA İLERLERKEN SES YAPTILAR ŞOFÖR ARACI DURDURUP ARKAYA GELDİ VE ÇOCUKLARI DÖVEREK ARAÇTAN İNDİRDİ KESİNLİKLE ŞİKAYETÇİYİM
Müspet,C-1911 kodlu araca 19.02.2018 gunu yapılan denetimde sürücü belirlenen süreden fazla çalıştığı tespit edilmiştir resim ektedir
Uyarı,HAT: 98 DURAK: MERKEZ CADDESİ SAAT: 18:40 CİVARI YÖN: BAŞAKŞEHİR 4.ETAP PLAKA: 34 UG 7232 BELİRTMİŞ OLDUĞUM ARACIN ŞOFÖRÜ BEKLEDİĞİMİZ DURAĞIN GERİSİNDE YOLCULARINI İNDİRDİ. BEKLEDİĞİMİZ DURAKTAN BİZİ DE ALMADAN DEVAM ETTİ. MAĞDUR OLUYORUZ. ŞİKAYETÇİYİM. GEREKENLERİN YAPILMASINI TALEP EDİYORUM.
Müspet,BELİRTMİŞ OLDUĞUM ARAÇ ŞOFÖRÜ DÖNÜŞ YÖNÜNDE AYAZMA YOLU VE KAĞITHANE DURAKLARINA GİRMEDEN GÜZERGAH DEĞİŞTİRMİŞTİR. AYRICA GÖRME ENGELLİYİM. BUNDAN DOLAYI MAĞDURİYET YAŞADIM. ŞİKAYET EDECEĞİMİ SÖYLEDİĞİMDE DE UMURSAMAZ BİR TAVIR TAKINDI. ŞİKAYETÇİYİM
Müspet,47E HAT NUMARALI ARACI EMİNÖNÜ DURAĞINDA SAAT :17.21 DEN BERİ BEKLEMEKTEYİM. SAAT : 17.40 ARACI GELMEDİ. VE ARAÇ ŞOFÖRÜ BİZE SAAT : 17.55 DE ARAÇ KALKIŞINI SAĞLAYACAK DEDİ. BU DURUMDAN DOLAYI ŞİKAYETÇİYİM. GEREĞİNİN YAPILMASINI ARZ EDERİM.
Müspet,DURAKTA DURMAYA İNMEK İÇİN DÜĞMEYE BASTIM ŞOFÖR DURMADI BİR SONRAKİ DURAKTA İNDİRDİ 132 M HATLI OTOBÜS DURAK FEVZİ ÇAKMAK CADDESİ YÖN SULTANBEYLİ YÖNÜNE GİDEN ARAÇ SAAT 17.35 CİVARI KAPI NUMARASI C-1923
Müspet,34UF1028 PLAKALI ARAÇ SAAT 15.55 TE TOPSELVİDEN KALKIŞ YAPMIŞTIR. 16B HATLI ARAÇ 16.10 SULARINDA L.KIRDAR EĞİT. ARŞ. HAS. DURAĞINDA YAŞLI BİR TEYZEYİ DURAKTA İNDİRİYORDU YADA BİNİYORDU TAM OLARAK GÖREMEDİM AMA DÜŞÜRDÜ DÜŞÜRDÜKTEN SONRA HAKLIYMIŞ GİBİ ÖN KAPIYI KAPATIP YOLUNA DEVAM ETTİ HİÇ BİR ŞEKİLDE İLGİLENMEDİ ŞİKAYETÇİYİM. GEREKLİ DENETİMLERİN YAPILMASINI ARZ EDERİM. KADIKÖY YÖNÜ
Müspet,30.01.18 tarihinde yapılan denetimde araç orta kapı altının hasarlı olduğu tespit edilmiş olup gerekli uyarı yapılıp süre verilmiştir fakat geçen süre zarfında onarımı yapılmamıştır
Müspet,19.02.2018 tarihinde Avcılar öğrenci yurdu durağında 35dk -15.00-15.35- arası 146 nolu otobüs beklemekteydim Saat 15.35 te A1756 nolu otobüs duraktan tranzit geçti ve alay edercesine arkadan gelen otobüsü bekleyin işareti yaptı Diğer otobüs 11dk sonra geldi
Menfi,30.01.18 tarihinde yapılan denetimde araç içi en arka kısım ve koltuk aralarının kirli olduğu tespit edilmiş olup gerekli uyarı yapılıp süre verilmiştir fakat geçen süre zarfında temizliği yapılmamıştır
Uyarı,30A nolu hat Gayrettep metro durağı - saat 13:06 Şöför arkadaşımız telefonla konuşmaya daldığı için orta kapıdan inen bir yolcu sıkışarak sürüklenmesine ramak kalmıştı bağırmış olmama RAĞMEN hareket etti ve hiçte umrunda değil araç içi kameradan kontrol edebilirsiniz. ayrıca bu tarz görüntülere sık sık raslamaktayız şöförlerin 70-80 nin sol kulağında kulaklık mevcut ve muhtemelen ya konuşuyor ya muzik dinliyor bizden hatırlatması kontrol ve denetimi sizden İyi çalışmalar. 30a beşiktaştan kalkış mecidiyeköy bir sonraki durak alisamiyen.. tam yerine bakıyorum.. zincirlikuyu - metrobüs durağı..
Uyarı,132M C1923 SİCİL NO:004646 SULTANBEYLİ YÖNÜ ADALET SARAYI DURAĞINDA BİNDİM 16:25 CİVARI ARAÇ PERSONELİ TELEFONLA KONUŞUYORDU VE BİR ÇOCUĞUN BACAĞI SIKIŞTI ORTA KAPIYA VE SESLENDİM KAPIYI AÇ TELFONLA KONUŞMA DEDİM BANA BAĞIRDI SANANE SEN NE KARIŞIYORSUN DEDİ GÖRÜYORUM BEN DEDİ VE TELEFONLA KONUŞURKENDE ARGO ŞEKİLDE KONUŞUYORDU ŞİKAYETÇİYİM. OLAY SAATİ: 16:55
Müspet,Sefer Zayi Raporu - Talimata uymayan surucu -1- sefer etkilenmistir İhlal Saati :17:16
Uyarı,17:30 DAN SONRA KALKAN ARAÇ ŞOFÖRLERİ SÜREKLİ OLARAK KORNAYA BASIYORLAR YAVAŞ GİDİYORLAR TRAFİĞİ AKSATIYORLAR MİNİBÜSLERLE ANLAŞMALI OLARAK ÇALIŞTIĞINI DÜŞÜNÜYORUM ARKADAN GELEN MİNİBÜSLERİN HEPSİNE YOL VERİYORLAR YOLCU TOPLAMALARI İÇİN VATANDAŞ OLARAK BU DURUMDAN OLDUKÇA RAHATSIZ VE MAĞDUR OLUYORUZ ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI TALEP EDİYORUM
Müspet,Hala netice bildirmediniz. Araç plakasını resimli olarak bildirdim tarafınıza. Aracın kaydının olmaması benim değil sizin sorumluluğunuzdadır. Trafiğe çıkan insanların canını emanet ettikleri araçları denetimsiz mi yollara çıkarıyorsunuz. Böyle bir plaka kayıtlı değil diyorsunuz. Kayıtlı olmayan araç nasıl yolcu taşıyor Cevabın en kısa sürede verilmesini aksi takdirde konuyu daha üst kurumlara taşıyacağımı ve konunun takipçisi olacağımı bilmenizi isterim. Sefere yolladığınız aracın sorumluluğu size aittir. Kayıtsız araç servise çıkıyorsa bunun nasıl olduğunu siz izah edeceksiniz. Teşekkürler Başvurunuz: 92Ş 34 JV 0215 PLAKALI ARACA TİRYAKİ HASAN PAŞA DURAĞINDAN SAT : 19:10 CİVARINDA BİNMEK İSTEDİM YENİ MAHALLE İSTİKAMETİNE GİDECEKTİM EL ETTİM FAKAT DURMADI ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI ARZ EDERİM
Uyarı,BELİRTMİŞ OLDUĞUM DURAKTA 19:50 İLE 21:20 ARASI BEKLEDİM FAKAT ARAÇLAR GELMEDİ. ŞİKAYETÇİYİM. AYRICA SEFERLERİN ARTTIRILMASINI TALEP EDİYORUM.
Uyarı,B1726 araç kapı no elimde bulunmaktadır. Plakasını bilemiyorum aracın ama size şoförün sicil numarasını bildiriyorum bu daha belirgin bir unsur sayılmaz mı inşallah yararlı olur. İyi çalışmalar.. 13.02.2018 tarih saat 20:15 civarında bindiğim kabataştan ayazaga giden 41e otobüs şoförü şoför sicil no:002093 olan kişi ani tepkiler vererek kapıda sıkışan ben olduğum halde buna rağmen bir şey demediğim halde kendisi bagırmaya başlamıştır yolun öncesinde ani otobüs kullanımlarından dolayı bu kadar diğer yolcularda tepki göstermiştir. Bunun üzerine şoför otobüse vurarak sinirli halini göstermeye kalkıştı. Lütfen bu otobüs şoförü hakkında gereginin yapılmasını rica ediyorum.
Müspet,YOLCULAR DAHA İNMEDEN KAPIYI KAPATIP İLERLEMİŞTİR. YOLCU UYARDIĞI HALDE CEVAP VERMEMİŞTİR VE ARAÇ İÇİNDE ERKEN KALKSAYDIN O ZAMAN DİYEREK BAĞIRMIŞTIR ANCAK ARAÇ İÇİNDE YOĞUNLUK OLDUĞU İÇİN YOLCU KAPIYA ULAŞAMAMIŞTIR. BAĞIRMIŞTIR. DURAĞA GELDİĞİNDE ÖNCE DURAKTAKİ YOLCUYU ALMAMIŞTIR 34 JZ 5530
Uyarı,C-1532 KAPI NUMARALI 19T HAT NUMARALI ARAÇ ŞÖFÖRÜ BINEN YAŞLI INSANLARLA KABA DAVRANISTA BULUNUYOR . BUNUN UYARILMASINI VE BU DURUMDAN DOLAYI ŞİKAYETCIYIM
Müspet,17. 50 DEN BERİDİR KAĞITHANE PARK DURAĞINDA BEKLEDİM YUNUS EMRE MAHALLESİ OLARAK ARAÇ SEFERE 30 DK GECİKMELİ GELDİ GEREĞİNİN YAPILMASI NI ARZ EDERİM
Müspet,OLAY SAATİ : 16 34 OLAY YERİ :İSTANBUL AYDIN ÜNİVERSİTESİ AĞIZ VE DİŞ SAĞLIĞI 200 MT GERİSİ YÖN : BAKIRKÖY BELİRTMİŞ OLDUĞUM ARAÇ ŞOFÖRÜ KONTROLSÜZ BİR ŞEKİLDE TERS ŞERİDE GİRİŞ SAĞLAYARAK HAREKET ETMİŞTİR.BUNDAN DOLAYI ŞİKAYETÇİYİM.GEREĞİNİN YAPILMASINI RİCA EDİYORUM
Uyarı,15ÇK HAT NUMARALI ARACI ŞEHİT BURAK CANTÜRK DURAĞINDA SAAT : 16.30 DA BİNİŞ YAPTIM. ARACA BİNDİĞİMDE ARAÇ ŞOFÖRÜ ANİ FREN YAPIYORDU. VE ÇOK HIZLI ARAÇ KULLANIYORDU. ARAÇTA BEBEKLİ YOLCU VARDI İNMEK İÇİN İLERLEDİĞİMDE ARAÇ HAREKET ETMEYE BAŞLADI. ŞOFÖR BİZE ACELESİ OLDUĞUNU SÖYLEDİ. KABA DAVRANIŞTA BULUNDU. ŞİKAYETÇİYİM. GEREĞİNİN YAPILMASINI ARZ EDERİM.
Müspet,B-1607 NUMARALI otobüs saat 16.10 bu araç beyazıt son durağa ulaştı önünde araç vardı ve bu araç durakta sırada bekleyen vatandaşları alması gerekirken durağa ulaşmadan yarı yoldan vatandaşlar alarak sırada bekleyenleri sonradan almıştır.
Müspet,94Y HATTINA YEŞİL PINAR YÖNÜNDE SAAT 15:00 SEFERİNE BİNDİM CEVİZLİBAĞ DURAĞIN AGELDİĞİMİZDE ARAÇ ARIZA VERDİ ARAÇTA BEKLİYORUZ BUNDAN SONRAKİ 15:50 ARACIDA ARIZA VERMİŞ BURADA MAĞDUR KALDIK MADDİ VE MANEVİ YÖNDEN ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI RİCA EDERİM. ARIZA SAATİ 15:40
Müspet,BEKLENEN HAT : 29D BEKLENEN DURAK: LEVENT GİDİŞ YÖNÜ: FERAH EVLER 11. DURAK LEVENT DURAĞINDA BEKLEMEKTEYİM FERAHEVLERDEN KALKAN RİNG ÇALIŞAN HAFTA İÇİ 06:15 ARACI ÜÇ GÜNDÜR GEÇ GELMEKTEDİR MAĞDUR OLDUM. ŞİKAYET EDİYORUM GEREĞİNİN YAPILMASINI ARZ EDERİM
Müspet,98B HATTI ŞOFÖRÜ ÜCRETSİZ SEYHAHAT KARTI BANA HAKARET ETTİ.BENİ DÖVMEYE KALKTI.SON DURAĞA GEL GÖRÜŞELİM.HEMDE DURAKTA YOLCULAR ÇOK OLMASINA RAĞMEN KAPILARI AÇMADI.ŞİKAYETÇİYİM.
Müspet,Bugün -19 Şubat- 06.35 kalkış zamanlı 19D otobüsünün başlangıç terminalinden kalkış yapmadığını belirtmek ve sebebini öğrenmek istiyorum. Her insanımız için vakit önemli ve uğraşı için kritik bir anlam taşıyor. Bu tür aksaklıkların olabildiğince erkenden bir platform aracılığıyla haber verilmesini temenni ediyorum.
Müspet,94Y 34KA6718 BAKIRKÖY YÖNÜNE B-1819 SAAT 14:05 CİVARINDA EYÜP SULTAN DURAĞINDA DURMADI TABELASINI KAPATARAK GİTTİ. ORADA BULUAN İNSANLARA GÜLEREK GEÇTİ. SON DURAĞA GİTTİĞİMİZ ZAMAN ŞOFÖR ARACIN MAUAYENESİNİN OLMADI. ELEKTRİK SIKINTISI OLDUĞUNU VİTES SIKINTISI OLDUĞUNU BELİRTTİ. BU ŞOFÖRDEN BEN ŞİKAYETÇİYİM. METİN KOÇYİĞİT. ŞOFÖR İSMİ
Müspet,Sefer Zayi Raporu - Talimata uymayan surucu -1- sefer etkilenmistir İhlal Saati :15:00
Müspet,YEŞİLPINAR İSTİKAMETİNDEN BAKIRKÖY İSTİKAMETİNE ARACI EYÜP SULTAN DURAĞINDA BEKLEMEKTEYDİM.ARAÇ. ŞOFÖRÜ DURAKTA DURMAMIŞTIR.ŞİKAYETÇİYİM
Menfi,BELİRTMİŞ OLDUĞUM 94 Y HATLI ARACI EYÜP SULTAN DURAĞINDA BEKLİYORUM ARAÇ DURAĞA GELMEDEN IŞIĞINI KAPATIP DURAKTA DURMADI BİDE SIRITIP GEÇTİ ŞİKAYETÇİYİM. BAKIRKÖY YÖNÜ BU HATTA SÜREKLİ OLARAK SORUN YAŞIYORUM
Müspet,Sefer Zayi Raporu - Talimata uymayan surucu -1- sefer etkilenmistir İhlal Saati :14:48
Müspet,16.02.2018 Saat: 05:00 Kadıköy yönü Hüseyin Tolgacan Sipahi İlköğretim Okulu Durağında Saat : 05:00 de 19E Seferini beklemekteyim. Saat : 05:35 e kadar bu yönde gelmesi gereken 19E seferi gelmemiştir. 1-2 Otobüs geçmiş lakin otobüs içinde ve dışında herhangi bir ışık yanmamaktadır. Otobüs geldikten 10-12 durak sonra dolmuş ve diğer vatandaşlarında uzun süredir beklediklerini otobüs şoförüne beyan etmişlerdir. Bu soğukta insanları bekleten otobüs şoförü ve buna vesile olan personel hakkında gerekli kontrollerin-denetimin yapılmasını arz ederim. Saygılarımla
Menfi,EMİNÖNÜ YÖNÜNE ATAKÖY DURAĞINDA BN2 HATTINI BEKLİYORDUM SAAT 14:50 CİVARI DURAĞA ARAÇ GELDİ AMA DURAKTA DURMADAN TRANSİT GEÇTİ HIZLI BİR ŞEKİLDE GEÇTİ GİTT ŞİKAYETÇİYİM. A-1519
Müspet,B-1819 BAKIRKÖY YÖNÜNDE EYÜPSULTAN DURAĞINDA 14:07 SULARINDA BELİRTMİŞ OLDUĞUM KAPI NUMARALI ARAÇ ŞOFÖRÜ IŞIKLARINI KAPATARAK 2. ŞERİTTEN HIZLICA DEVAM ETTİ. ŞİKAYETÇİYİM. GEREĞİNİN YAPILMASINI TALEP EDERİM
Uyarı,11L HAT NUMARALI ARACA USKUDAR YONUNE DOGRU ARAÇTA SEYIR HALINDEYKEN ARAÇ SOFORU KENDI GUZELGAHININ DIŞINA ÇIKARAK TÜNELİN İÇİNDEN GEÇTİ NORMAL ŞARTLARDA ÇAMLICA KISIKLI GUZELGAHINI KULLANMASI GEREKIRDI AMA GUZLEGAHINI HER HANGIBIR SORUN OLMAMASINA RAGMEN DEGISTIRMISTIR BU DURUMDAN DOLAYI COCUGUMU ALAMADIM VE MAGDUR KALDIM
Uyarı,İyi günler Ben 18 ubat 2018 Pazar günü saat 14.45 civarı â Tuna Mahallesiâ dura ından Mecidiyeköyâ e gitmek üzere bindi im 92 kodlu A-1731 araç kapı numarasına 001912 oför sicil numarasına 34 AG 6770 plaka numarasına sahip otobüsün oförünün otobüsü hızlı kullanması ani frenler yaparak yolcuların dü mesine sebep olması ve yolcuların itirazlarına ra men sorumsuzca ve dikkatsizce sürmeye devam edip aynı eyleri tekrarlaması konusunda rahatsızlı ımı dile getirmek istiyorum. Otobüs oförlerini seçerken İETTâ nin kriterleri nedir bilmiyorum fakat bu ki ilerin daha titiz seçilmesi gerekti i ortada. İstanbulâ da çalı an insanların ortalama günde 1.5 - 4 saati yolda geçiyor. Ve ben hayatımın 8â de 1â ini emanet etti im insanların bunun bilincinde olmasını tercih ederim her vatanda gibi. Sizler de bu konuda gere inin yapılmasını - ki iyi uyarmak e itim vermek vs- sa larsanız vatanda olarak mutlu olurum. Te ekkür ederim Tekrar iyi günler dilerim.
Uyarı,131 ÜMRANİYE YÖNÜ ANTALYA CADDESİNDEN 07.50 DE GEÇMESİ GEREKEN ARAÇ GEÇMEDİ.AKTARMALI İŞE GİTMEK ZORUNDA KALDIM MAĞDUR OLDUM ŞİKAYETÇİYİM.
Müspet,24.01.2018 tarihinde yapılan denetimlerde aracın yolcu koltuklarında bulunan vidaların tehlike arz ettiği görülerek vidaların sökülmesi yönünde uyarı yapılarak süre verilmiştir. Geçen süre zarfında vidaların sökülmediği tespit edilmiştir. Rapor cevaplanırken eksikliğin giderildiğine dair resim veya belge eklenmesi gerekmektedir.
Uyarı,18.02.2018 tarihinde istikameti ayazağa saat 16:00 sıraları araç kapı no B-1727 hattı 41E aracı yer zincirlikuyu konu edilen araç sürücüsü ağresif bir araç sürüşü sergiliyordu zincirlikuyu metrobüs durağı girişinde ani bir fren ve manevra yaparak araç içindeki yolcuların yere düşmesine neden oldu sürüş süresince bu tutumu devam ettirdi araca binen birkaç bayanla tartıştı ve yaşlı bir adama torunun kartını kullanmasına müsade etti asıl görevi o karta el koymasıydı. Bu yaşanan olayları araç kamerasından görebilirsiniz. gerekli cezai işlemin yapılmasını arz ederim
Uyarı,ARACA BİNDİM VE KARTIMI GÖSTERDİM. LABALİ HAREKETLER YAPMAYA BAŞLADI. BİR SORUN OLUP OLMADIĞINI SORDUM. SONRASINDA OTUR LAN YERİNE NE OLACAK SEN KİMSİN DEDİ. KÜFÜR VE HAKARET ETTİ. ŞİKAYETÇİYİM.
Uyarı,ibbBeyazmasa Bu belediye otobüsünün arkasindaki reklam yönetmeliginize uygun mu Istanbul bir arap sehri mi https: t.co b63VG6vYK8
Müspet,Sefer Zayi Raporu - Talimata uymayan surucu -2- sefer etkilenmistir İhlal Saati :13:00
Uyarı,19E HAT NUMARALI ARACI GİRNE CADDESİ 06.20 DEN 07.00 E KADAR BEKLEDİM ARAÇ GELMEDİ ŞİKAYETÇİYİM YENİ DOĞAN YÖNÜ
Müspet,12.27 DE SEYRANTEPE İLK DURAKTAN KALKAN ARAÇ GÜZELDERE DURAĞINDA DURMADI ŞİKAYETÇİYİM . TOPKAPI YÖNÜ.
Uyarı,Akıllanmıyorlar herhalde Seyir halinde telefon görüşmesi yapıyor otobüs şoförümüzB1818 araç kodu 36T Cebeci-taksim yönü
Müspet,Arkadaslar bugün florya havuzlu kavşakta yaşadigim olayi sizlerle paylaşiyorum BENIM YOLDAN DEĞİL KALDIRIMDAN GITMEM GEREKTİĞİNİ İDDA EDIYOR VE ORDAKI YOLCULARIDA GALYANA GETIRIP BENI DARP EDIYOR İŞTE Bisiklet Düşmanliği BUP İŞTE İstanbulumuzu kirleten bilinçsiz Cahil bilgisiz Bencil bunun gibi insanlarin yüzünden çekilmez hale getiren ve arkalarini devlete dayamiş kendini bilmez Hadsiz ve terbiyesiz insan örneği... Bizi trafikte yok sayan Hakaret eden Küfür eden Üstüne darp eden bu şahis İBB nin personeli Sözde birtakim piskoteknik testinden psikolojik denetimden geçirilmiş insanlar olduklari idda ediliyor Nekadar doğru izleyin ve görün BEYAZMASA İstanbulbüyükşehirbelediyesi İ.B.B Bisikletlilerdernegi Bisikletiyoksayma ARKADASLAR PAYLASALIM BASIMIZA GELMEZ DEMEYIN...
Müspet,19 Şubat 2018 Pazartesi günü 12:53 te 34 PPV 94 plakalı 63 nolu hata ait otobüs 115621 kodlu durakta durmamıştır. Otobüs dolu değildi şoförle gözgöze geldik ancak duramayacak kadar hızlıydı ve sol şeritten frene dahi basmadan devam etti.
Müspet,19E HATTININ SABAH KADIKÖYDEN KALKMASI GEREKEN İLK 2 SEFERİ İPTAL EDİLMİŞ.BUNU 3 GÜNDE BİR YAŞIYORUZ.ŞİKAYETÇİYİM.İPTAL OLAN ARAÇ YERİNE ARAÇ KONMASINI İSTİYORUM.
Müspet,BELİRTMİŞ OLDUĞUM HAT NUMARALI ARAÇ KUYUMCUKENT KALKIŞ YAPAN ARAÇ TAŞYOL DURAĞINDA SAAT: 12:30 CİVARINDA OLAY GERÇEKLEŞTİ DURAKTA ENGELLİ VATANDAŞ VARDI DURMADAN GİTTİ VE BİR SONRAKİ DURAĞA GİDERKEN DURAK HARİÇİ YOLÇU ALDI VE BENDE NEDEN ENGELLİ VATANDAŞI ALMADINIZ DEDİM BANA BEN GÖRMEDİM DEDİ VE BENDE ARAÇIN PLAKASINI ALMAK İSTERKEN BANA OTOBÜS SOFÖRÜ ARADIĞINDA SLM SÖYLEYİN DEDİ VE BENİ BEN SENİ TANIYORUM GÖRÜRSÜN DİYE BENİ TEHTİT ETTİ BEN BU YÖNDEN KENDİSİNDEN ŞİKAYETÇİYİM
Müspet,Sayın Yetkili Olay 17.02.2018 Cumartesi günü saat 17:00 sularında vuku buldu. İstanbul Kozyatağı İnönü caddesinde tam inerken duraktan araç ani harekete geçti .. Minibüs Caddesinde solda araç var bu sağdan adamı geçti son sürat. Bir Kadıköy de keskin fren yaptı önümdeki yaşlı kadın düşüyordu yaşlı bir bey Böyle bir dünya var mı diye şöföre tepkisini söyledi adam karşılık verdi ne yapim çarpim mi diye Minibüs caddesinde son sürat giderken önünde kalabalık arabalar vardı yine keskin fren yaptı zor durdu Bu araç 19 F Kadıköy - gittiği yere bakamadım Lütfen gerekeni rica ediyorum yapın Plakası 34 BC 8732
Müspet,KADIKÖYDEN YENİDOĞAN YÖNÜNE GİTMEK İÇİN BARIŞ MANCO DURAĞINDA BEKLİYORUM OTOBÜS GELDİ DURAKTA DURMADI TRANSİT GEÇTİ ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI RİCA EDERİM.
Müspet,Araç içi lcd bilgilendirme ekranları çalışmıyor. Tamiri uzun süredir yapılmamaktadır
Uyarı,27 t şirintepe şişli hattında çalışan mavi renkli B1724 nolu otobüs saat 9.20 seferin de para alıyor bu kişiler 2.5 tl alıyor bilgilerinize sunarım.
